"asset_id","company_name","number_of_employees","head_of_company","founded_year","website","gics_sector","gics_industry","symbol","asset_class","thumbnail_style","exchange_code","exchange_name","business_description"
11005801,"Forum Energy Technologies, Inc.",1600,Neal A. Lux,2005,http://www.f-e-t.com,Energy,Energy Equipment & Services,FET,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Forum Energy Technologies, Inc. designs, manufactures, and distributes products to the oil and natural gas industry. The firm operates through three segments: Drilling & Downhole, Completions, and Production. The Drilling & Downhole segment designs, manufactures, and supplies products, and provides related services to the drilling, downhole, and subsea markets, as well as other markets, such as alternative energy, defense, and communications. This segment offers drilling technologies consisting of capital equipment and a line of products consumed in the drilling, downhole technologies, such as cementing and casing tools, and protection products for artificial lift equipment and cables, and subsea remotely operated vehicles and trenchers, specialty components and tools, and complementary subsea technical services. The Completions segment provides products and related services to the coiled tubing, stimulation, and intervention markets. This segment offers pressure pumping, hydraulic fracturing and flowback services, including hydraulic fracturing pumps, cooling systems, flow iron, wireline cable, and pressure control equipment, as well as related recertification and refurbishment services, and coiled tubing products, such as coiled tubing strings and line pipes. The Production segment designs, manufactures, and supplies products, and provides related equipment and services to the production and infrastructure markets. The company was founded in 2005 and is headquartered in Houston, TX."
11004180,"Syros Pharmaceuticals, Inc.",68,Conley Chee,2011,http://www.syros.com,Health Care,Biotechnology,SYRS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Syros Pharmaceuticals, Inc. engages in the development of gene control therapies for cancer and diseases. Its product candidates include SY-1425, SY-2101, and SY-5609. The company was founded by Richard A. Young, Nathanael S. Gray, and James E. Bradner on November 9, 2011 and is headquartered in Cambridge, MA."
11000600,"BioLife Solutions, Inc.",414,Roderick de Greef,1987,http://www.biolifesolutions.com,Health Care,Health Care Equipment & Supplies,BLFS,Stock,PORTRAIT,NASDAQ,NASDAQ,"BioLife Solutions, Inc. engages in the development, manufacture and marketing of bio preservation tools for cells and tissues. Its product offerings include proprietary hypothermic storage and cryopreservation freeze media products for cells, tissues, and organs, generic blood stem cell freezing and cell thawing media products and custom product formulation and custom packaging services. The company was founded by Boris Rubinsky in 1987 and is headquartered in Bothell, WA."
11004379,"Travere Therapeutics, Inc.",380,Eric M. Dube,2008,http://www.travere.com,Health Care,Biotechnology,TVTX,Stock,PORTRAIT,NASDAQ,NASDAQ,"Travere Therapeutics, Inc. is a biopharmaceutical company. It engages in the identification, development, commercialization, and distribution of therapies to people living with rare diseases. The firm's products include Chenodal, Cholbam, and Thiola. The company was founded by Martin Shkreli on February 7, 2008 and is headquartered in San Diego, CA."
11005179,"Blacksky Technology, Inc.",279,Brian E. O'Toole,2018,http://www.blacksky.com,Information Technology,"Electronic Equipment, Instruments & Components",BKSY,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Blacksky Technology, Inc. is a space-based intelligence company, which engages in the business of delivering real-time imagery, analytics, and high-frequency monitoring of most critical and strategic locations, economic assets, and events. The firm is also involved in providing geospatial intelligence, imagery and related data analytic products and services, and mission systems that include the development, integration, and operation of satellite and ground systems to government and commercial customers. The company was founded in 2014 and is headquartered in Herndon, VA."
11001287,"Dianthus Therapeutics, Inc.",53,Marino Garcia,2015,http://dianthustx.com,Health Care,Biotechnology,DNTH,Stock,PORTRAIT,NASDAQ,NASDAQ,"Dianthus Therapeutics, Inc. is a clinical-stage biotechnology company. It designs and delivers novel, monoclonal antibodies with improved selectivity and potency over existing complement therapies. The company was founded on June 17, 2015 and is headquartered in New York, NY."
11004769,"Expion360, Inc.",23,Brian Paul Schaffner,2016,http://www.expion360.com,Industrials,Machinery,XPON,Stock,PORTRAIT,NASDAQ,NASDAQ,"Expion360, Inc. engages in the design, assembly, manufacturing, and sale of lithium iron phosphate batteries and supporting accessories. It primarily focuses on the recreational vehicles and marine industries. The company was founded by John Yozamp and Paul Shoun on June 16, 2016 and is headquartered in Redmond, OR."
11006947,"Pure Storage, Inc.",5600,Charles H. Giancarlo,2009,http://www.purestorage.com,Information Technology,"Technology Hardware, Storage & Peripherals",PSTG,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Pure Storage, Inc. engages in the business of delivering innovative and disruptive data storage, products, and services that enable customers to maximize the value of data. The firm is also involved in the provision of data storage and management with a mission to redefine the storage experience by simplifying how people consume and interact with data. The company was founded by John M. Hayes and John Colgrove in October 2009 and is headquartered in Santa Clara, CA."
11004398,"United Bancorp, Inc. (Ohio)",115,Scott A. Everson,1983,http://www.unitedbancorp.com,Financials,Banks,UBCP,Stock,PORTRAIT,NASDAQ,NASDAQ,"United Bancorp, Inc. is a bank holding company, which engages in the provision of commercial and retail banking. It provides accepting demand, savings and time deposits and granting commercial, real estate, and consumer loans. The company was founded on July 8, 1983 and is headquartered in Martins Ferry, OH."
11002248,Insight Acquisition Corp.,,Jeff Gary,2021,http://www.insightacqcorp.com,Financials,Capital Markets,INAQ-UN,Stock,PORTRAIT,NASDAQ,NASDAQ,"Insight Acquisition Corp. operates as a blank check company. It was formed as for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded on April 20, 2021 and is headquartered in New York, NY."
11002247,Insight Acquisition Corp.,,Jeff Gary,2021,http://www.insightacqcorp.com,Financials,Capital Markets,INAQ,Stock,PORTRAIT,NASDAQ,NASDAQ,"Insight Acquisition Corp. operates as a blank check company. It was formed as for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded on April 20, 2021 and is headquartered in New York, NY."
11000715,Bank7 Corp.,123,Thomas L. Travis,2004,http://www.bank7.com,Financials,Banks,BSVN,Stock,PORTRAIT,NASDAQ,NASDAQ,"Bank7 Corp. is bank holding company, which engages in the provision of banking solutions. The company was founded by William Brad Haines in 2004 and is headquartered in Oklahoma City, OK."
11004897,Apartment Investment & Management Co.,61,Wesley William Powell,1975,http://www.aimco.com,Real Estate,Diversified REITs,AIV,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Apartment Investment & Management Co. operates as a real estate investment trust that engages in the acquisition, ownership, management and redevelopment of apartment properties. The company was founded in 1975 and is headquartered in Denver, CO."
11006901,Permian Resources Corp.,461,William M. Hickey,2014,http://www.permianres.com,Energy,"Oil, Gas & Consumable Fuels",PR,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Permian Resources Corp. engages in the exploration and production of oil and natural gas. It also focuses on driving sustainable returns through the responsible acquisition, optimization, and development of crude oil. The company was founded on October 6, 2014 and is headquartered in Midland, TX."
11001721,First Merchants Corp. (Indiana),2162,Mark K. Hardwick,1982,http://www.firstmerchants.com,Financials,Banks,FRME,Stock,PORTRAIT,NASDAQ,NASDAQ,"First Merchants Corp. (Indiana) is a bank holding company, which engages in the provision of financial services. It also offers personal banking, business banking, mortgage lending, treasury management services, and wealth management. The company was founded in September 1982 and is headquartered in Muncie, IN."
11000373,Ascendis Pharma A/S,,Jan Møller Mikkelsen,2006,http://www.ascendispharma.com,Health Care,Biotechnology,ASND,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Ascendis Pharma A/S is a biopharmaceutical company, which engages in the development of drug candidates. It specializes on its TransCon technologies to create prodrugs that provide for the predictable and sustained release of an unmodified parent drug. The company was founded by Jan Moller Mikkelsen, Dirk Vetter, and Harald Rau in September 2006 and is headquartered in Hellerup, Denmark."
11003548,"PowerFleet, Inc.",,Steve Towe,1993,http://www.powerfleet.com,Information Technology,"Electronic Equipment, Instruments & Components",PWFL,Stock,PORTRAIT,NASDAQ,NASDAQ,"PowerFleet, Inc. engages in the provision of fleet management solutions for logistics, industrial, and vehicles. It offers wireless Internet of Things and machine to machine solutions for securing, controlling, tracking, and managing enterprise assets such as industrial trucks, tractor trailers, containers, cargo, and vehicle and truck fleets. It operates through the following geographical segments: United States, Israel, and Other. The company was founded in 1993 and is headquartered in Woodcliff Lake, NJ."
11002487,Key Tronic Corp.,5447,Craig D. Gates,1969,http://www.keytronic.com,Information Technology,"Electronic Equipment, Instruments & Components",KTCC,Stock,PORTRAIT,NASDAQ,NASDAQ,"Key Tronic Corp. engages in the provision of electronic and mechanical engineering, assembly, sourcing and procurement, logistics, and new product testing. The company was founded by Lewis G. Zirkle in 1969 and is headquartered in Spokane Valley, WA."
